algo,experiment,desc,val_r2,val_mse,val_rmse,val_mae,train_r2,train_mse,train_rmse,train_mae,diff
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 5 ",0.8072,296929.99298,544.91283,351.15214,0.83415,180503.54175,424.85708,260.26397,514.76938
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 5 ",0.81747,281116.34608,530.20406,347.10535,0.84474,168974.22966,411.06475,251.53165,529.47815
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 5 ",0.81624,283006.77892,531.98381,346.03972,0.84479,168914.22162,410.99175,251.00411,527.6984
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 5 ",0.81368,286940.65535,535.66842,346.33022,0.84342,170410.95023,412.80861,251.3741,524.01379
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 5 ",0.81433,285943.12757,534.7365,346.18656,0.84369,170114.20996,412.44904,251.57372,524.94571
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 5 ",0.81393,286562.5479,535.31537,346.84561,0.84337,170468.01187,412.87772,252.1202,524.36684
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 5 ",0.8123,289071.10507,537.65333,348.00086,0.84363,170184.20968,412.53389,251.66959,522.02888
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 5 ",0.81302,287966.35401,536.62497,347.82105,0.84357,170250.63816,412.61439,251.93665,523.05724
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 5 ",0.81313,287798.68434,536.46872,347.5943,0.84391,169880.62303,412.16577,251.62152,523.21349
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 5 ",0.81013,292413.08529,540.75233,349.41534,0.84274,171148.78802,413.70133,252.37298,518.92988
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 5 ",0.80889,294320.2461,542.5129,350.22084,0.84181,172163.84464,414.92631,253.29736,517.16931
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 5 ",0.80788,295884.37009,543.95254,350.76989,0.84129,172730.66314,415.60879,253.7014,515.72967
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 5 ",0.80766,296224.64214,544.26523,350.91129,0.84122,172804.31628,415.69739,253.76016,515.41698
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 5 ",0.80732,296744.56284,544.74266,350.94835,0.84108,172955.02844,415.87862,253.70774,514.93955
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 5 ",0.80774,296087.34592,544.13909,350.82946,0.84144,172559.81562,415.4032,253.50082,515.54312
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 5 ",0.80791,295828.71831,543.90139,350.69197,0.84142,172585.5556,415.43418,253.58311,515.78082
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 5 ",0.80736,296673.43247,544.67737,351.26176,0.84134,172670.35233,415.53622,253.73996,515.00484
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 5 ",0.80719,296934.52376,544.91699,351.5085,0.84138,172633.88828,415.49234,253.74622,514.76522
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 5 ",0.8071,297076.09818,545.04688,351.55621,0.84123,172798.27955,415.69012,253.82184,514.63533
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 10 ",0.8069,297381.50534,545.32697,351.82237,0.83399,180668.0299,425.05062,260.41024,514.35524
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 10 ",0.81686,282053.43608,531.08703,348.02527,0.84449,169241.51356,411.38973,251.72533,528.59518
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 10 ",0.81556,284054.94311,532.96805,346.9012,0.84453,169197.35834,411.33606,251.22629,526.71416
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 10 ",0.81317,287731.58135,536.40617,346.96323,0.84316,170696.68845,413.15456,251.6435,523.27604
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 10 ",0.81383,286720.20145,535.46261,346.79876,0.84341,170415.16713,412.81372,251.86924,524.2196
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 10 ",0.81316,287755.38469,536.42836,347.73235,0.84307,170793.60315,413.27183,252.46391,523.25385
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 10 ",0.81146,290362.1435,538.85262,348.99071,0.84335,170481.20741,412.8937,251.98334,520.82959
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 10 ",0.81228,289103.56616,537.68352,348.72825,0.84331,170530.75517,412.9537,252.22605,521.99869
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 10 ",0.81237,288968.27832,537.5577,348.5201,0.84366,170149.95367,412.49237,251.89895,522.12451
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 10 ",0.80939,293558.55676,541.81044,350.24803,0.84248,171428.49724,414.03925,252.65678,517.87177
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 10 ",0.8081,295542.48905,543.6382,351.13754,0.84153,172466.20717,415.29051,253.58719,516.04401
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 10 ",0.80716,296991.03338,544.96884,351.60196,0.84102,173024.6208,415.96228,253.98055,514.71337
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 10 ",0.80714,297024.83429,544.99985,351.54785,0.84096,173083.73498,416.03333,254.02408,514.68236
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 10 ",0.80675,297618.7671,545.54447,351.62116,0.84083,173231.40002,416.21076,253.9817,514.13774
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 10 ",0.80716,296992.87219,544.97052,351.50537,0.84119,172836.35498,415.73592,253.77582,514.71169
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 10 ",0.80732,296742.85785,544.74109,351.34995,0.84116,172865.32113,415.77076,253.85257,514.94112
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 10 ",0.80678,297579.47455,545.50846,351.91894,0.84109,172947.319,415.86935,254.00634,514.17375
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 10 ",0.80655,297921.94783,545.82227,352.15498,0.84111,172925.99084,415.84371,254.02961,513.85994
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 10 ",0.80647,298052.30975,545.94167,352.22945,0.84096,173084.18654,416.03388,254.09898,513.74054
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 15 ",0.80615,298549.59483,546.39692,352.46097,0.83398,180682.16436,425.06725,260.42348,513.28529
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 15 ",0.81665,282373.25542,531.38805,347.85446,0.84411,169658.49107,411.89621,252.04601,528.29416
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 15 ",0.81538,284323.28497,533.21973,346.85556,0.84412,169652.31034,411.88871,251.6376,526.46248
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 15 ",0.81281,288292.34841,536.92863,347.08824,0.84274,171152.67553,413.70603,252.08631,522.75358
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 15 ",0.8136,287066.81758,535.78617,346.87634,0.84297,170897.13903,413.39707,252.28917,523.89604
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 15 ",0.81302,287964.58852,536.62332,347.66354,0.84264,171262.0207,413.83816,252.86089,523.05889
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 15 ",0.81101,291059.04625,539.49888,349.10835,0.84288,170999.87814,413.52132,252.4425,520.18333
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 15 ",0.81173,289945.17114,538.46557,348.97814,0.84284,171036.62676,413.56575,252.67799,521.21664
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 15 ",0.8118,289835.93746,538.36413,348.79602,0.84314,170715.355,413.17715,252.39249,521.31808
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 15 ",0.80897,294207.97489,542.40942,350.38826,0.842,171951.21114,414.67,253.11356,517.27279
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 15 ",0.80763,296263.93901,544.30133,351.33586,0.84101,173032.19374,415.97139,254.06454,515.38088
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 15 ",0.80672,297662.01176,545.5841,351.80309,0.84053,173559.67008,416.60493,254.43268,514.09811
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 15 ",0.80675,297623.2723,545.5486,351.74853,0.84046,173627.75227,416.68664,254.496,514.13361
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 15 ",0.8064,298151.71221,546.0327,351.7982,0.84034,173763.32628,416.84928,254.43424,513.64951
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 15 ",0.80682,297508.32238,545.44323,351.69232,0.84069,173385.41515,416.39574,254.25797,514.23898
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 15 ",0.807,297227.27286,545.18554,351.52746,0.84066,173416.12247,416.43261,254.34779,514.49667
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 15 ",0.80647,298047.5752,545.93734,352.07808,0.84059,173490.40416,416.52179,254.49135,513.74487
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 15 ",0.80621,298445.10836,546.3013,352.3657,0.84061,173472.72434,416.50057,254.5271,513.38091
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 15 ",0.80612,298585.94087,546.43018,352.42024,0.84047,173623.71826,416.68179,254.60145,513.25203
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 20 ",0.80556,299459.03089,547.2285,353.25096,0.83366,181030.62865,425.47694,260.78777,512.45371
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 20 ",0.81558,284019.48985,532.93479,349.27534,0.84372,170086.46386,412.4154,252.41662,526.74742
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 20 ",0.81432,285966.83628,534.75867,348.19129,0.84373,170077.26985,412.40426,252.02562,524.92354
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 20 ",0.81164,290094.93889,538.60462,348.62461,0.84231,171619.03653,414.26928,252.49542,521.07759
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 20 ",0.81251,288751.82602,537.35633,348.38758,0.8425,171409.0367,414.01574,252.73586,522.32588
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 20 ",0.81182,289818.9987,538.3484,349.29355,0.84218,171764.60366,414.44493,253.3202,521.33381
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 20 ",0.80986,292826.77139,541.13471,350.61626,0.8424,171519.04166,414.14857,252.91553,518.5475
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 20 ",0.81039,292016.69731,540.38569,350.69577,0.84238,171541.70346,414.17593,253.10756,519.29652
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 20 ",0.81044,291933.44458,540.30866,350.50254,0.84265,171246.04474,413.81885,252.84038,519.37355
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 20 ",0.8075,296465.45678,544.48642,352.18521,0.84155,172443.37343,415.26302,253.55448,515.19579
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 20 ",0.80613,298576.44563,546.42149,353.13091,0.84056,173521.07475,416.55861,254.50617,513.26072
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 20 ",0.80528,299888.95035,547.62117,353.52338,0.84007,174056.86391,417.20123,254.8588,512.06104
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 20 ",0.80523,299958.69935,547.68485,353.59146,0.83999,174145.84246,417.30785,254.93138,511.99736
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 20 ",0.80486,300534.31167,548.2101,353.67659,0.83984,174303.02675,417.49614,254.8822,511.47211
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 20 ",0.80527,299893.26631,547.62511,353.51871,0.84019,173924.2043,417.04221,254.70953,512.0571
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 20 ",0.8054,299701.96495,547.45042,353.40411,0.84017,173945.84198,417.06815,254.7956,512.23179
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 20 ",0.80498,300350.55527,548.04248,353.87441,0.84008,174045.10729,417.18714,254.96538,511.63973
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 20 ",0.80468,300815.18887,548.46621,354.24752,0.84011,174016.30159,417.15261,255.01295,511.216
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 20 ",0.80459,300945.87919,548.58534,354.28534,0.83998,174156.07698,417.32011,255.07688,511.09687
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 100 ",0.78721,327711.87886,572.46125,377.10386,0.81312,203385.74942,450.98309,286.96844,487.22096
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 100 ",0.80091,306621.05413,553.73374,368.75326,0.8241,191436.60143,437.53469,276.78923,505.94847
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 100 ",0.79671,313085.09886,559.54008,370.21156,0.82387,191691.15442,437.82548,276.58173,500.14213
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 100 ",0.79292,318918.80232,564.72896,371.56048,0.82206,193657.68992,440.06555,277.471,494.95325
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 100 ",0.79575,314555.66165,560.85262,369.68787,0.82346,192129.61538,438.32592,276.77636,498.82959
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 100 ",0.7958,314479.0326,560.7843,369.47815,0.82284,192809.44186,439.10072,277.16032,498.89791
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 100 ",0.79584,314425.8422,560.73687,368.98306,0.82393,191623.44265,437.74815,276.05122,498.94534
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 100 ",0.79766,311613.04091,558.22311,367.97546,0.82452,190984.24609,437.01744,275.80109,501.4591
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 100 ",0.79757,311750.3549,558.34609,367.81817,0.82486,190612.13895,436.5915,275.21938,501.33612
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 100 ",0.79524,315348.07947,561.55862,369.11491,0.82371,191855.45853,438.01308,276.02458,498.12359
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 100 ",0.79362,317844.43022,563.77693,370.3072,0.82244,193245.17548,439.59661,277.21655,495.90528
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 100 ",0.79232,319842.86185,565.54652,371.12649,0.82193,193800.40496,440.22767,277.49728,494.13569
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 100 ",0.79212,320152.10046,565.81985,371.19307,0.82188,193849.34187,440.28325,277.57541,493.86236
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 100 ",0.79198,320360.12924,566.00365,371.20377,0.8222,193503.29071,439.89009,277.28821,493.67856
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 100 ",0.79253,319513.60145,565.25534,370.972,0.82244,193242.54102,439.59361,277.17529,494.42687
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 100 ",0.79256,319468.20106,565.21518,370.98081,0.82234,193355.18845,439.72172,277.39989,494.46703
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 100 ",0.79233,319821.41074,565.52755,371.21212,0.82224,193460.26883,439.84119,277.52887,494.15466
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 100 ",0.79233,319823.58084,565.52947,371.30219,0.82222,193482.12155,439.86603,277.61485,494.15274
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 100 ",0.79238,319752.7095,565.46681,371.22855,0.82207,193646.56578,440.05291,277.67368,494.2154
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 200 ",0.7089,448311.06648,669.56035,439.25411,0.72311,301349.35928,548.95297,348.22309,390.12186
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 200 ",0.71917,432505.0562,657.65117,434.48672,0.73146,292255.32746,540.60644,346.20217,402.03104
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 200 ",0.71708,435721.61435,660.09213,434.79186,0.73829,284825.81735,533.69075,341.36942,399.59008
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 200 ",0.71619,437084.27504,661.12349,435.04755,0.74188,280920.77258,530.0196,337.77539,398.55872
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 200 ",0.71462,439500.42015,662.94828,435.91419,0.74011,282840.73507,531.82773,339.18131,396.73393
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 200 ",0.71281,442297.80512,665.05474,436.52779,0.73703,286194.61267,534.9716,341.37168,394.62747
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 200 ",0.71109,444936.79078,667.03582,436.72202,0.7367,286558.78208,535.31185,340.89529,392.64639
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 200 ",0.70976,446992.54456,668.57501,437.81363,0.73389,289611.18805,538.15536,342.78387,391.1072
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 200 ",0.71014,446407.61888,668.13743,437.01186,0.73399,289506.03162,538.05765,342.50616,391.54478
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 200 ",0.70795,449773.73647,670.65173,437.73457,0.73342,290121.83715,538.62959,342.288,389.03048
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 200 ",0.7083,449240.4011,670.25398,437.7719,0.73421,289263.68947,537.8324,342.02122,389.42823
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 200 ",0.70715,451003.56071,671.56799,438.69106,0.73415,289330.88077,537.89486,342.34547,388.11422
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 200 ",0.70687,451443.4063,671.89538,438.91622,0.73398,289518.59684,538.06932,342.38583,387.78683
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 200 ",0.70696,451296.81929,671.78629,438.7972,0.73466,288778.184,537.38086,341.71225,387.89592
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 200 ",0.70669,451716.86909,672.09885,438.98571,0.73408,289410.80659,537.96915,342.20831,387.58336
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 200 ",0.70665,451783.64983,672.14853,438.85188,0.73428,289193.42117,537.76707,342.00961,387.53368
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 200 ",0.70594,452872.15144,672.95776,439.23973,0.73372,289795.54933,538.32662,342.28276,386.72445
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 200 ",0.70488,454510.55093,674.17398,439.68404,0.73292,290666.62959,539.13508,342.66201,385.50823
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 200 ",0.70503,454273.72702,673.99831,439.57306,0.73285,290748.9558,539.21142,342.61167,385.6839
rf,21,"hyper-params n_estimators: 10 max_depth: 6, min_samples_leaf: 500 ",0.57944,647688.32824,804.79086,521.9309,0.61434,419722.38424,647.85985,407.30984,254.89135
rf,21,"hyper-params n_estimators: 20 max_depth: 6, min_samples_leaf: 500 ",0.58499,639151.88524,799.46975,521.38346,0.61311,421062.25935,648.8931,409.87976,260.21246
rf,21,"hyper-params n_estimators: 30 max_depth: 6, min_samples_leaf: 500 ",0.58379,640993.1195,800.62046,520.94127,0.62041,413114.61099,642.73992,407.68684,259.06175
rf,21,"hyper-params n_estimators: 40 max_depth: 6, min_samples_leaf: 500 ",0.58093,645394.23258,803.36432,522.59318,0.62115,412311.82853,642.11512,406.96415,256.31789
rf,21,"hyper-params n_estimators: 50 max_depth: 6, min_samples_leaf: 500 ",0.58111,645121.61643,803.19463,522.59356,0.61962,413974.48909,643.40849,407.67063,256.48758
rf,21,"hyper-params n_estimators: 60 max_depth: 6, min_samples_leaf: 500 ",0.58164,644301.4983,802.68393,522.67351,0.61689,416946.98767,645.71432,408.51684,256.99828
rf,21,"hyper-params n_estimators: 70 max_depth: 6, min_samples_leaf: 500 ",0.58159,644379.83625,802.73273,522.46131,0.61522,418761.92304,647.11817,408.53844,256.94948
rf,21,"hyper-params n_estimators: 80 max_depth: 6, min_samples_leaf: 500 ",0.58145,644603.15686,802.87182,522.62228,0.61352,420611.25453,648.54549,408.82973,256.81039
rf,21,"hyper-params n_estimators: 90 max_depth: 6, min_samples_leaf: 500 ",0.58153,644472.70171,802.79057,522.6522,0.61345,420694.81546,648.60991,408.80257,256.89164
rf,21,"hyper-params n_estimators: 100 max_depth: 6, min_samples_leaf: 500 ",0.58077,645647.94118,803.52221,522.99766,0.61243,421797.94917,649.45974,408.70196,256.16
rf,21,"hyper-params n_estimators: 110 max_depth: 6, min_samples_leaf: 500 ",0.58023,646475.42437,804.03695,523.19533,0.6126,421615.88682,649.31956,408.4074,255.64526
rf,21,"hyper-params n_estimators: 120 max_depth: 6, min_samples_leaf: 500 ",0.57941,647742.38155,804.82444,523.89866,0.61261,421607.12063,649.31281,408.46692,254.85777
rf,21,"hyper-params n_estimators: 130 max_depth: 6, min_samples_leaf: 500 ",0.57903,648327.31203,805.18775,524.03092,0.61262,421599.09967,649.30663,408.36852,254.49446
rf,21,"hyper-params n_estimators: 140 max_depth: 6, min_samples_leaf: 500 ",0.57876,648734.20578,805.44038,524.1598,0.61255,421675.20881,649.36524,408.42808,254.24183
rf,21,"hyper-params n_estimators: 150 max_depth: 6, min_samples_leaf: 500 ",0.57899,648383.39161,805.22257,524.17043,0.61166,422634.39042,650.10337,408.86882,254.45964
rf,21,"hyper-params n_estimators: 160 max_depth: 6, min_samples_leaf: 500 ",0.57887,648577.83853,805.3433,524.21892,0.612,422271.66135,649.82433,408.73765,254.33891
rf,21,"hyper-params n_estimators: 170 max_depth: 6, min_samples_leaf: 500 ",0.57869,648853.75241,805.51459,524.36873,0.61131,423021.36319,650.40092,408.96764,254.16762
rf,21,"hyper-params n_estimators: 180 max_depth: 6, min_samples_leaf: 500 ",0.57875,648757.63161,805.45492,524.34096,0.61081,423562.73847,650.81698,409.16585,254.22729
rf,21,"hyper-params n_estimators: 190 max_depth: 6, min_samples_leaf: 500 ",0.57875,648763.56211,805.4586,524.28293,0.61101,423344.07828,650.64897,409.06645,254.22361
rf,21,"hyper-params n_estimators: 10 max_depth: 10, min_samples_leaf: 1 ",0.89337,164211.29195,405.22992,256.58285,0.95862,45036.62757,212.21835,124.61228,654.45229
rf,21,"hyper-params n_estimators: 20 max_depth: 10, min_samples_leaf: 1 ",0.89641,159539.78422,399.42432,250.34281,0.95711,46679.50803,216.05441,126.2527,660.25789
rf,21,"hyper-params n_estimators: 30 max_depth: 10, min_samples_leaf: 1 ",0.90201,150907.76183,388.46848,247.59706,0.95921,44387.98518,210.68456,123.18904,671.21373
rf,21,"hyper-params n_estimators: 40 max_depth: 10, min_samples_leaf: 1 ",0.90519,146014.65553,382.11864,244.36234,0.96047,43016.31836,207.40376,121.03446,677.56357
rf,21,"hyper-params n_estimators: 50 max_depth: 10, min_samples_leaf: 1 ",0.90624,144395.48008,379.99405,243.00592,0.96016,43355.99479,208.22102,121.47079,679.68816
rf,21,"hyper-params n_estimators: 60 max_depth: 10, min_samples_leaf: 1 ",0.90635,144221.83515,379.7655,241.64813,0.95955,44027.7449,209.82789,122.49238,679.91671
rf,21,"hyper-params n_estimators: 70 max_depth: 10, min_samples_leaf: 1 ",0.90511,146133.25532,382.2738,243.12472,0.95973,43825.08026,209.34441,122.27372,677.40841
rf,21,"hyper-params n_estimators: 80 max_depth: 10, min_samples_leaf: 1 ",0.90415,147618.4413,384.21145,244.27558,0.95936,44224.56441,210.29637,122.97216,675.47076
rf,21,"hyper-params n_estimators: 90 max_depth: 10, min_samples_leaf: 1 ",0.90445,147154.89666,383.60774,243.94975,0.95922,44386.00547,210.67986,123.19568,676.07447
rf,21,"hyper-params n_estimators: 100 max_depth: 10, min_samples_leaf: 1 ",0.90367,148348.40434,385.16023,244.92575,0.95949,44086.03877,209.96676,122.79327,674.52198
rf,21,"hyper-params n_estimators: 110 max_depth: 10, min_samples_leaf: 1 ",0.9031,149239.11608,386.31479,245.51092,0.9595,44079.31985,209.95076,122.8691,673.36742
rf,21,"hyper-params n_estimators: 120 max_depth: 10, min_samples_leaf: 1 ",0.90215,150695.52579,388.19522,246.86416,0.95953,44049.12168,209.87883,122.96263,671.48699
rf,21,"hyper-params n_estimators: 130 max_depth: 10, min_samples_leaf: 1 ",0.90249,150172.88341,387.52146,246.53168,0.95961,43954.38188,209.653,122.87819,672.16075
rf,21,"hyper-params n_estimators: 140 max_depth: 10, min_samples_leaf: 1 ",0.90212,150744.81486,388.2587,247.20773,0.95977,43783.84133,209.24589,122.57807,671.42351
rf,21,"hyper-params n_estimators: 150 max_depth: 10, min_samples_leaf: 1 ",0.90204,150861.48506,388.40891,247.19198,0.95954,44036.8199,209.84952,122.89909,671.2733
rf,21,"hyper-params n_estimators: 160 max_depth: 10, min_samples_leaf: 1 ",0.90188,151105.86975,388.72338,247.42455,0.95953,44043.57616,209.86561,122.81566,670.95883
rf,21,"hyper-params n_estimators: 170 max_depth: 10, min_samples_leaf: 1 ",0.90092,152583.22787,390.61903,248.45177,0.95937,44217.33061,210.27917,123.07192,669.06318
rf,21,"hyper-params n_estimators: 180 max_depth: 10, min_samples_leaf: 1 ",0.90093,152581.36046,390.61664,248.51206,0.95925,44346.8882,210.58701,123.23531,669.06557
rf,21,"hyper-params n_estimators: 190 max_depth: 10, min_samples_leaf: 1 ",0.90093,152575.40889,390.60902,248.63104,0.95936,44229.11028,210.30718,123.10884,669.07319
rf,21,"hyper-params n_estimators: 10 max_depth: 10, min_samples_leaf: 2 ",0.89857,156215.07538,395.24053,251.11635,0.9575,46249.54682,215.05708,125.13911,664.44168
rf,21,"hyper-params n_estimators: 20 max_depth: 10, min_samples_leaf: 2 ",0.90163,151504.82146,389.2362,245.05086,0.95625,47611.72574,218.20111,126.79923,670.44601
rf,21,"hyper-params n_estimators: 30 max_depth: 10, min_samples_leaf: 2 ",0.90534,145782.0445,381.81415,242.92232,0.95838,45294.22293,212.82439,123.66036,677.86806
rf,21,"hyper-params n_estimators: 40 max_depth: 10, min_samples_leaf: 2 ",0.90711,143051.3273,378.22127,241.21968,0.95969,43867.86633,209.44657,121.5131,681.46094
