algo,experiment,desc,val_r2,val_mse,val_rmse,val_mae,train_r2,train_mse,train_rmse,train_mae,diff
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 200 ",0.81702,281799.1742,530.8476,352.89619,0.83713,177255.28244,421.01696,256.93256,528.83461
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 500 ",0.64728,543218.56884,737.03363,499.99196,0.66986,359300.10549,599.41647,376.92971,322.64858
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 1 ",0.81443,285787.22939,534.59071,303.47034,0.98882,12167.63455,110.307,49.33986,525.0915
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 2 ",0.86069,214544.40013,463.18938,281.50181,0.9849,16432.73979,128.19025,66.32635,596.49283
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 5 ",0.89295,164869.40521,406.04114,256.72811,0.97095,31617.99515,177.8145,94.60019,653.64107
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 10 ",0.88796,172549.79263,415.39113,259.69403,0.95659,47249.42527,217.36933,117.40674,644.29108
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 15 ",0.87083,198927.15975,446.01251,269.5565,0.941,64214.96724,253.40672,134.12133,613.6697
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 20 ",0.87751,188648.82112,434.33722,264.55708,0.93271,73231.78346,270.61372,146.13024,625.34499
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 100 ",0.81777,280651.09445,529.76513,336.04687,0.87451,136578.2808,369.56499,215.49563,529.91708
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 200 ",0.81702,281799.1742,530.8476,352.89619,0.83713,177255.28244,421.01696,256.93256,528.83461
dt,19,"hyper-params max_depth: 15, min_samples_leaf: 500 ",0.64728,543218.56884,737.03363,499.99196,0.66986,359300.10549,599.41647,376.92971,322.64858
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 1 ",0.80615,298541.35473,546.38938,311.43554,0.99913,944.25203,30.72868,8.65614,513.29283
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 2 ",0.86183,212793.18322,461.29512,276.58495,0.99365,6913.60847,83.14811,39.79616,598.38709
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 5 ",0.89512,161530.48547,401.90855,251.9308,0.977,25032.4751,158.21654,81.59005,657.77366
